publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type
Technometrics	0040-1706	1537-2723	1997-02	39	1				http://www.tandfonline.com/openurl?genre=journal&stitle=utch20		utch20		fulltext		Taylor & Francis	Serial								P
Temperature	2332-8940	2332-8959	2014-04	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ktmp20		ktmp20		fulltext		Taylor & Francis	Serial								P
Territory, Politics, Governance	2162-2671	2162-268X	2013-05	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rtep20		rtep20		fulltext		Routledge	Serial								P
Terrorism and Political Violence	0954-6553	1556-1836	1997-03	9	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ftpv20		ftpv20		fulltext		Routledge	Serial								P
Tertiary Education and Management	1358-3883	1573-1936	1997-01	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rtem20		rtem20		fulltext		Routledge	Serial								P
Text and Performance Quarterly	1046-2937	1479-5760	1997-01	17	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rtpq20		rtpq20		fulltext		Routledge	Serial							10.1080/rtpq19	P
Textile	1475-9756	1751-8350	2003-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rftx20		rftx20		fulltext		Routledge	Serial								P
Textile Progress	0040-5167	1754-2278	1997-03	26	4				http://www.tandfonline.com/openurl?genre=journal&stitle=ttpr20		ttpr20		fulltext		Taylor & Francis	Serial								P
Textual Practice	0950-236X	1470-1308	1997-03	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rtpr20		rtpr20		fulltext		Routledge	Serial								P
The AAG Review of Books		2325-548X	2013-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rrob20		rrob20		fulltext		Routledge	Serial								P
The Academy of Management Annals	1941-6520	1941-6067	2007-12	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rama20		rama20		fulltext		Routledge	Serial								P
The Acquisitions Librarian	0896-3576	1544-435X	1997-11	9	17-18	2008-06	19	3-4	http://www.tandfonline.com/openurl?genre=journal&stitle=wzze20		wzze20		fulltext		Routledge	Serial								P
The Adelphi Papers	0567-932X		1997-03	37	308	2009-11	49	411	http://www.tandfonline.com/openurl?genre=journal&stitle=tadl19		tadl19		fulltext		Routledge	Serial								P
The American Journal of Bioethics	1526-5161	1536-0075	2001-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uajb20		uajb20		fulltext		Routledge	Serial								P
The American Journal of Family Therapy	0192-6187	1521-0383	1997-03	25	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uaft20		uaft20		fulltext		Routledge	Serial							10.1080/uaft19	P
The American Statistician	0003-1305	1537-2731	1997-02	51	1				http://www.tandfonline.com/openurl?genre=journal&stitle=utas20		utas20		fulltext		Taylor & Francis	Serial								P
The Asia Pacific Journal of Anthropology	1444-2213	1740-9314	2000-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rtap20		rtap20		fulltext		Routledge	Serial							10.1080/rtap19	P
The Australian Library Journal	0004-9670	2201-4276	1997-01	46	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ualj20		ualj20		fulltext		Routledge	Serial								P
The Black Scholar	0006-4246	2162-5387	1997-03	27	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rtbs20		rtbs20		fulltext		Routledge	Serial								P
The Brandywine Review of Faith & International Affairs	1543-5725		2003-03	1	1	2005-03	3	1	http://www.tandfonline.com/openurl?genre=journal&stitle=rfia19		rfia19		fulltext		Routledge	Serial								P
The Chinese Economy	1097-1475	1558-0954	1997-01	30	1				http://www.tandfonline.com/openurl?genre=journal&stitle=mces20		mces20		fulltext		Routledge	Serial							10.1080/mces19	P
The Clearing House: A Journal of Educational Strategies, Issues and Ideas	0009-8655	1939-912X	1997-01	70	3				http://www.tandfonline.com/openurl?genre=journal&stitle=vtch20		vtch20		fulltext		Routledge	Serial								P
The Clinical Neuropsychologist	1385-4046	1744-4144	1997-02	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ntcn20		ntcn20		fulltext		Routledge	Serial							10.1080/ntcn19	P
The Clinical Supervisor	0732-5223	1545-231X	1997-05	15	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wcsu20		wcsu20		fulltext		Routledge	Serial								P
The Communication Review	1071-4421	1547-7487	1997-06	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gcrv20		gcrv20		fulltext		Routledge	Serial								P
The Conservator	0140-0096		1997-01	21	1	2008-01	31	1	http://www.tandfonline.com/openurl?genre=journal&stitle=rcon18		rcon18		fulltext		Routledge	Serial								P
The Curriculum Journal	0958-5176	1469-3704	1997-03	8	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rcjo20		rcjo20		fulltext		Routledge	Serial								P
The Design Journal	1460-6925	1756-3062	1997-07	1	sup1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfdj20		rfdj20		fulltext		Routledge	Serial								P
The Educational Forum	0013-1725	1938-8098	1997-03	61	1				http://www.tandfonline.com/openurl?genre=journal&stitle=utef20		utef20		fulltext		Routledge	Serial								P
The Engineering Economist	0013-791X	1547-2701	1997-01	42	2				http://www.tandfonline.com/openurl?genre=journal&stitle=utee20		utee20		fulltext		Taylor & Francis	Serial								P
The European Journal of Cultural Policy	1074-6897		1997-04	3	2	1997-04	3	2	http://www.tandfonline.com/openurl?genre=journal&stitle=gcul19		gcul19		fulltext		Routledge	Serial								P
The European Journal of Finance	1351-847X	1466-4364	1996-03	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rejf20		rejf20		fulltext		Routledge	Serial								P
The European Journal of the History of Economic Thought	0967-2567	1469-5936	1997-03	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rejh20		rejh20		fulltext		Routledge	Serial								P
The European Legacy	1084-8770	1470-1316	1997-03	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cele20		cele20		fulltext		Routledge	Serial								P
The Explicator	0014-4940	1939-926X	1997-01	55	2				http://www.tandfonline.com/openurl?genre=journal&stitle=vexp20		vexp20		fulltext		Routledge	Serial								P
The Geography Teacher	1933-8341	1752-6884	2004-10	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rget20		rget20		fulltext		Routledge	Serial								P
The Germanic Review: Literature, Culture, Theory	0016-8890	1930-6962	1997-01	72	1				http://www.tandfonline.com/openurl?genre=journal&stitle=vger20		vger20		fulltext		Routledge	Serial								P
The History of the Family	1081-602X	1873-5398	1997-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rhof20		rhof20		fulltext		Routledge	Serial								P
The Humanistic Psychologist	0887-3267	1547-3333	1997-03	25	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hthp20		hthp20		fulltext		Routledge	Serial								P
The IES Journal Part A: Civil & Structural Engineering	1937-3260	1937-3279	2008-02	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tiea20		tiea20		fulltext		Taylor & Francis	Serial								P
The Information Society	0197-2243	1087-6537	1996-03	12	1				http://www.tandfonline.com/openurl?genre=journal&stitle=utis20		utis20		fulltext		Routledge	Serial								P
The International History Review	0707-5332	1949-6540	1997-03	19	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rinh20		rinh20		fulltext		Routledge	Serial								P
The International Journal for the Psychology of Religion	1050-8619	1532-7582	1997-01	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hjpr20		hjpr20		fulltext		Routledge	Serial								P
The International Journal of Aviation Psychology	1050-8414	1532-7108	1997-01	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hiap20		hiap20		fulltext		Taylor & Francis	Serial								P
The International Journal of Human Resource Management	0958-5192	1466-4399	1997-01	8	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rijh20		rijh20		fulltext		Routledge	Serial								P
The International Journal of Human Rights	1364-2987	1744-053X	1997-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=fjhr20		fjhr20		fulltext		Routledge	Serial								P
The International Journal of the History of Sport	0952-3367	1743-9035	1997-04	14	1				http://www.tandfonline.com/openurl?genre=journal&stitle=fhsp20		fhsp20		fulltext		Routledge	Serial								P
The International Review of Retail, Distribution and Consumer Research	0959-3969	1466-4402	1997-01	7	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rirr20		rirr20		fulltext		Routledge	Serial								P
The International Spectator	0393-2729	1751-9721	1997-01	32	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rspe20		rspe20		fulltext		Routledge	Serial							10.1080/rspe19	P
The International Trade Journal	0885-3908	1521-0545	1997-03	11	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uitj20		uitj20		fulltext		Routledge	Serial								P
The Interpreter and Translator Trainer	1750-399X	1757-0417	2007-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ritt20		ritt20		fulltext		Routledge	Serial								P
The Irish Journal of Psychology	0303-3910	2158-0812	1997-01	18	1				http://www.tandfonline.com/openurl?genre=journal&stitle=riri20		riri20		fulltext		Routledge	Serial								P
The Japanese Political Economy	2329-194X	2329-1958	2014-04	40	1				http://www.tandfonline.com/openurl?genre=journal&stitle=mjes20		mjes20		fulltext		Routledge	Serial							10.1080/mjes19	P
The Journal for Specialists in Group Work	0193-3922	1549-6295	1997-03	22	1				http://www.tandfonline.com/openurl?genre=journal&stitle=usgw20		usgw20		fulltext		Routledge	Serial								P
The Journal of Adhesion	0021-8464	1545-5823	1997-01	60	1-4				http://www.tandfonline.com/openurl?genre=journal&stitle=gadh20		gadh20		fulltext		Taylor & Francis	Serial								P
The Journal of Agricultural Education and Extension	1389-224X	1750-8622	1998-06	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=raee20		raee20		fulltext		Routledge	Serial							10.1080/raee19	P
The Journal of Architecture	1360-2365	1466-4410	1997-01	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjar20		rjar20		fulltext		Routledge	Serial								P
The Journal of Arts Management, Law, and Society	1063-2921	1930-7799	1997-01	26	4				http://www.tandfonline.com/openurl?genre=journal&stitle=vjam20		vjam20		fulltext		Routledge	Serial							10.1080/vzam20	P
The Journal of Commonwealth & Comparative Politics	0306-3631		1997-03	35	1	1997-11	35	3	http://www.tandfonline.com/openurl?genre=journal&stitle=fccp19		fccp19		fulltext		Routledge	Serial							10.1080/fccp18	P
The Journal of Continuing Higher Education	0737-7363	1948-4801	1997-01	45	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujch20		ujch20		fulltext		Routledge	Serial								P
The Journal of Cost Analysis	0882-3871		1997-03	14	1	1998-11	15	2	http://www.tandfonline.com/openurl?genre=journal&stitle=uzca20		uzca20		fulltext		Taylor & Francis	Serial							10.1080/uzne20	P
The Journal of Cost Analysis & Management	1541-1656		1999-01	1	1	2007-11	9	1	http://www.tandfonline.com/openurl?genre=journal&stitle=uzcm20		uzcm20		fulltext		Taylor & Francis	Serial							10.1080/uzca20	P
The Journal of Development Studies	0022-0388	1743-9140	1997-02	33	3				http://www.tandfonline.com/openurl?genre=journal&stitle=fjds20		fjds20		fulltext		Routledge	Serial								P
The Journal of Economic Education	0022-0485	2152-4068	1997-01	28	1				http://www.tandfonline.com/openurl?genre=journal&stitle=vece20		vece20		fulltext		Routledge	Serial								P
The Journal of Educational Research	0022-0671	1940-0675	1997-01	90	3				http://www.tandfonline.com/openurl?genre=journal&stitle=vjer20		vjer20		fulltext		Routledge	Serial								P
The Journal of Environmental Education	0095-8964	1940-1892	1997-01	28	2				http://www.tandfonline.com/openurl?genre=journal&stitle=vjee20		vjee20		fulltext		Routledge	Serial							10.1080/vjee19	P
The Journal of Experimental Education	0022-0973	1940-0683	1997-01	65	3				http://www.tandfonline.com/openurl?genre=journal&stitle=vjxe20		vjxe20		fulltext		Routledge	Serial								P
The Journal of Forensic Psychiatry	0958-5184	1469-9478	1997-05	8	1	2002-01	13	3	http://www.tandfonline.com/openurl?genre=journal&stitle=rjfp19		rjfp19		fulltext		Routledge	Serial								P
The Journal of Forensic Psychiatry & Psychology	1478-9949	1478-9957	2003-04	14	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjfp20		rjfp20		fulltext		Routledge	Serial							10.1080/rjfp19	P
The Journal of Garden History	0144-5170		1997-03	17	1	1997-12	17	4	http://www.tandfonline.com/openurl?genre=journal&stitle=tgah19		tgah19		fulltext		Routledge	Serial								P
The Journal of General Psychology	0022-1309	1940-0888	1997-01	124	1				http://www.tandfonline.com/openurl?genre=journal&stitle=vgen20		vgen20		fulltext		Routledge	Serial								P
The Journal of Genetic Psychology	0022-1325	1940-0896	1997-03	158	1				http://www.tandfonline.com/openurl?genre=journal&stitle=vgnt20		vgnt20		fulltext		Routledge	Serial							10.1080/vzpg20	P
The Journal of Holocaust Education	1359-1371		1997-06	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rhos19		rhos19		fulltext		Routledge	Serial							10.1080/rhos18	P
The Journal of Hospitality Financial Management	1091-3211	2152-2790	1997-09	5	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uhfm20		uhfm20		fulltext		Routledge	Serial								P
The Journal of Imperial and Commonwealth History	0308-6534	1743-9329	1997-01	25	1				http://www.tandfonline.com/openurl?genre=journal&stitle=fich20		fich20		fulltext		Routledge	Serial								P
The Journal of International Communication	1321-6597	2158-3471	1997-06	4	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rico20		rico20		fulltext		Routledge	Serial								P
The Journal of International Trade & Economic Development	0963-8199	1469-9559	1997-03	6	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rjte20		rjte20		fulltext		Routledge	Serial								P
The Journal of Island and Coastal Archaeology	1556-4894	1556-1828	2006-07	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uica20		uica20		fulltext		Routledge	Serial								P
The Journal of Legal History	0144-0365	1744-0564	1980-05	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=flgh20		flgh20		fulltext		Routledge	Serial								P
The Journal of Legal Pluralism and Unofficial Law	0732-9113	2305-9931	1997-01	29	39				http://www.tandfonline.com/openurl?genre=journal&stitle=rjlp20		rjlp20		fulltext		Routledge	Serial								P
The Journal of Legislative Studies	1357-2334	1743-9337	1997-03	3	1				http://www.tandfonline.com/openurl?genre=journal&stitle=fjls20		fjls20		fulltext		Routledge	Serial								P
The Journal of Mathematical Sociology	0022-250X	1545-5874	1997-03	22	1				http://www.tandfonline.com/openurl?genre=journal&stitle=gmas20		gmas20		fulltext		Routledge	Serial								P
The Journal of Modern Craft	1749-6772	1749-6780	2008-03	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rfmc20		rfmc20		fulltext		Routledge	Serial								P
The Journal of North African Studies	1362-9387	1743-9345	1997-06	2	1				http://www.tandfonline.com/openurl?genre=journal&stitle=fnas20		fnas20		fulltext		Routledge	Serial								P
The Journal of Pacific History	0022-3344	1469-9605	1997-06	32	1				http://www.tandfonline.com/openurl?genre=journal&stitle=cjph20		cjph20		fulltext		Routledge	Serial								P
The Journal of Peasant Studies	0306-6150	1743-9361	1997-04	24	3				http://www.tandfonline.com/openurl?genre=journal&stitle=fjps20		fjps20		fulltext		Routledge	Serial								P
The Journal of Policy Reform	1384-1289	1477-2736	1998-02	2	1	2006-12	9	4	http://www.tandfonline.com/openurl?genre=journal&stitle=gpre19		gpre19		fulltext		Routledge	Serial								P
The Journal of Positive Psychology	1743-9760	1743-9779	2006-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=rpos20		rpos20		fulltext		Routledge	Serial								P
The Journal of Psychology	0022-3980	1940-1019	1997-01	131	1				http://www.tandfonline.com/openurl?genre=journal&stitle=vjrl20		vjrl20		fulltext		Routledge	Serial								P
The Journal of Sex Research	0022-4499	1559-8519	1997-01	34	1				http://www.tandfonline.com/openurl?genre=journal&stitle=hjsr20		hjsr20		fulltext		Routledge	Serial								P
The Journal of Slavic Military Studies	1351-8046	1556-3006	1997-03	10	1				http://www.tandfonline.com/openurl?genre=journal&stitle=fslv20		fslv20		fulltext		Routledge	Serial							10.1080/fslv19	P
The Journal of Social Psychology	0022-4545	1940-1183	1997-02	137	1				http://www.tandfonline.com/openurl?genre=journal&stitle=vsoc20		vsoc20		fulltext		Routledge	Serial								P
The Journal of The Textile Institute	0040-5000	1754-2340	1997-01	88	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tjti20		tjti20		fulltext		Taylor & Francis	Serial							10.1080/jtit20,10.1080/jtip20	P
The Journal of the Middle East and Africa	2152-0844	2152-0852	2010-04	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=ujme20		ujme20		fulltext		Routledge	Serial								P
